UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure,Failure_Probability,Risk Score,Decision,Expected Cost,Savings
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,0,0.001701156584731433,0.1701156584731433,NO ACTION,8.505782923657165,0
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,0,0.009754962095363286,0.9754962095363285,NO ACTION,48.77481047681643,0
942,L48121,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,0,0.0003657172626788689,0.03657172626788689,NO ACTION,1.8285863133943445,0
943,M15802,M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,0,0.003606293412958812,0.3606293412958812,NO ACTION,18.03146706479406,0
944,M15803,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,0,0.005430468933096603,0.5430468933096604,NO ACTION,27.152344665483017,0
945,M15804,M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,0,0.0008865770687401697,0.08865770687401697,NO ACTION,4.432885343700849,0
946,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,0,0.005822504402159108,0.5822504402159108,NO ACTION,29.11252201079554,0
947,L48126,L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,0,0.010263233871408792,1.0263233871408792,NO ACTION,51.31616935704396,0
948,L48127,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,0,0.003138018091439982,0.3138018091439982,NO ACTION,15.690090457199911,0
949,M15808,M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,0,0.003782521303553153,0.3782521303553153,NO ACTION,18.912606517765767,0
950,L48129,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,0,0.0012899745748273686,0.12899745748273686,NO ACTION,6.449872874136843,0
951,L48130,L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,0,0.0019018156259418436,0.19018156259418437,NO ACTION,9.509078129709218,0
952,H30365,H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,0,0.0007487332618638781,0.07487332618638781,NO ACTION,3.7436663093193907,0
953,L48132,L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,0,0.014440840385869248,1.4440840385869247,NO ACTION,72.20420192934624,0
954,L48133,L,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,0,0.001983894745144607,0.1983894745144607,NO ACTION,9.919473725723035,0
955,H30368,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,0,0.0019616648231068263,0.19616648231068262,NO ACTION,9.808324115534132,0
956,L48135,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,0,0.0014759747984300132,0.1475974798430013,NO ACTION,7.379873992150066,0
957,H30370,H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,0,0.001530822010120824,0.1530822010120824,NO ACTION,7.654110050604119,0
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,0,0.0007928454874798546,0.07928454874798546,NO ACTION,3.964227437399273,0
959,L48138,L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,0,0.00797765621385693,0.797765621385693,NO ACTION,39.88828106928465,0
960,L48139,L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,0,0.0008403118322085858,0.08403118322085859,NO ACTION,4.201559161042929,0
961,L48140,L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,0,0.0025145359817519766,0.25145359817519763,NO ACTION,12.572679908759882,0
962,L48141,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,0,0.0032989779078191135,0.32989779078191134,NO ACTION,16.494889539095567,0
963,M15822,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,0,0.005583292206355631,0.558329220635563,NO ACTION,27.91646103177815,0
964,L48143,L,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,0,0.0012074799873644897,0.12074799873644897,NO ACTION,6.037399936822449,0
965,L48144,L,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,0,0.0010665873861073016,0.10665873861073016,NO ACTION,5.332936930536508,0
966,L48145,L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,0,0.020522768754007305,2.0522768754007306,NO ACTION,102.61384377003652,0
967,M15826,M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,0,0.002116669544412609,0.2116669544412609,NO ACTION,10.583347722063046,0
968,M15827,M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,0,0.0036423058334906877,0.36423058334906877,NO ACTION,18.21152916745344,0
969,L48148,L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,0,0.007687918885082071,0.7687918885082071,NO ACTION,38.439594425410355,0
970,L48149,L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,0,0.0019169650722546535,0.19169650722546536,NO ACTION,9.584825361273268,0
971,L48150,L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,0,0.002327834828908759,0.2327834828908759,NO ACTION,11.639174144543794,0
972,L48151,L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,0,0.01075136401529738,1.075136401529738,NO ACTION,53.7568200764869,0
973,L48152,L,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,0,0.005462380527457722,0.5462380527457722,NO ACTION,27.311902637288608,0
974,L48153,L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,0,0.0024382442597825254,0.24382442597825255,NO ACTION,12.191221298912627,0
975,L48154,L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,0,0.0014951834708459488,0.14951834708459488,NO ACTION,7.475917354229744,0
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,0,0.008969995213649828,0.8969995213649828,NO ACTION,44.84997606824914,0
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,0,0.0330072718190405,3.30072718190405,NO ACTION,165.0363590952025,0
978,L48157,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,0,0.0031520662645549437,0.31520662645549435,NO ACTION,15.760331322774718,0
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,0,0.01378464709411428,1.378464709411428,NO ACTION,68.9232354705714,0
980,L48159,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,0,0.05871298841529948,5.871298841529948,NO ACTION,293.5649420764974,0
981,L48160,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,0,0.004530226101917263,0.4530226101917263,NO ACTION,22.651130509586313,0
982,L48161,L,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,0,0.0030783908184362475,0.30783908184362474,NO ACTION,15.391954092181237,0
983,L48162,L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,0,0.005303398428426548,0.5303398428426548,NO ACTION,26.51699214213274,0
984,L48163,L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,0,0.001934372697587766,0.1934372697587766,NO ACTION,9.671863487938829,0
985,L48164,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,0,0.022318508523658208,2.2318508523658207,NO ACTION,111.59254261829103,0
986,L48165,L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,0,0.001652220621026743,0.16522206210267432,NO ACTION,8.261103105133715,0
987,H30400,H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,0,0.003812230482968278,0.3812230482968278,NO ACTION,19.06115241484139,0
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,0,0.0016412693078691092,0.16412693078691093,NO ACTION,8.206346539345546,0
989,H30402,H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,0,0.0030107851087612303,0.30107851087612303,NO ACTION,15.053925543806152,0
990,M15849,M,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,0,0.020229270590169258,2.0229270590169257,NO ACTION,101.14635295084629,0
991,L48170,L,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,0,0.02541203366546151,2.541203366546151,NO ACTION,127.06016832730755,0
992,M15851,M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,0,0.014946532554649542,1.494653255464954,NO ACTION,74.73266277324771,0
993,L48172,L,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,0,0.01089580182038102,1.089580182038102,NO ACTION,54.4790091019051,0
994,M15853,M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,0,0.001847371027909995,0.1847371027909995,NO ACTION,9.236855139549975,0
995,M15854,M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,0,0.08647530840053858,8.647530840053857,NO ACTION,432.3765420026929,0
996,L48175,L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0,0,0.00467131172932321,0.46713117293232104,NO ACTION,23.35655864661605,0
997,M15856,M,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,0,0.014216317990330565,1.4216317990330565,NO ACTION,71.08158995165283,0
998,M15857,M,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,0,0.021834931032617265,2.1834931032617266,NO ACTION,109.17465516308633,0
999,M15858,M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,0,0.02132616601779351,2.132616601779351,NO ACTION,106.63083008896756,0
1000,L48179,L,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,0,0.002966639900285961,0.2966639900285961,NO ACTION,14.833199501429805,0
1001,L48180,L,296.3,307.1,1654,29.6,188,0,0,0,0,0,0,0,0.0033113478791038796,0.331134787910388,NO ACTION,16.556739395519397,0
1002,L48181,L,296.3,307.1,1662,32.9,190,0,0,0,0,0,0,0,0.009156262011744678,0.9156262011744678,NO ACTION,45.78131005872339,0
1003,L48182,L,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,0,0.012686173545530267,1.2686173545530266,NO ACTION,63.43086772765133,0
1004,L48183,L,296.2,307.1,1444,46.7,194,0,0,0,0,0,0,0,0.031912972821261085,3.1912972821261083,NO ACTION,159.56486410630544,0
1005,H30418,H,296.3,307.2,1424,42.0,196,0,0,0,0,0,0,0,0.0073039948114780465,0.7303994811478046,NO ACTION,36.519974057390236,0
1006,L48185,L,296.2,307.2,1382,52.0,201,0,0,0,0,0,0,0,0.06518128229952527,6.518128229952527,NO ACTION,325.9064114976264,0
1007,L48186,L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,0,0.14078134002904097,14.078134002904097,NO ACTION,703.9067001452048,0
1008,M15867,M,296.2,307.2,1633,31.1,0,0,0,0,0,0,0,0,0.00027836735226103893,0.027836735226103894,NO ACTION,1.3918367613051947,0
1009,L48188,L,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,0,0.0006506966278811972,0.06506966278811972,NO ACTION,3.253483139405986,0
1010,M15869,M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,0,0.0006058328425688293,0.06058328425688293,NO ACTION,3.0291642128441465,0
1011,M15870,M,296.2,307.2,1552,34.8,8,0,0,0,0,0,0,0,0.00033903543730323416,0.033903543730323414,NO ACTION,1.6951771865161709,0
1012,M15871,M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,0,0.0009142374120833735,0.09142374120833735,NO ACTION,4.571187060416868,0
1013,M15872,M,296.1,307.1,1433,38.5,14,0,0,0,0,0,0,0,0.000263064505914405,0.026306450591440503,NO ACTION,1.315322529572025,0
1014,M15873,M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0,0,0.0001863389392197716,0.01863389392197716,NO ACTION,0.931694696098858,0
1015,L48194,L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,0,0.0007999929963703084,0.07999929963703084,NO ACTION,3.999964981851542,0
1016,L48195,L,296.2,307.2,1356,43.6,22,0,0,0,0,0,0,0,0.0004881081053865798,0.048810810538657975,NO ACTION,2.440540526932899,0
1017,M15876,M,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,1,0.2384370013587467,23.84370013587467,NO ACTION,1192.1850067937335,0
1018,L48197,L,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,0,0.0005177131604381584,0.05177131604381584,NO ACTION,2.5885658021907916,0
1019,L48198,L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0,0,0.016694444794742705,1.6694444794742704,NO ACTION,83.47222397371353,0
1020,L48199,L,296.3,307.3,1398,52.7,31,0,0,0,0,0,0,0,0.010572284247045627,1.0572284247045627,NO ACTION,52.861421235228136,0
1021,L48200,L,296.3,307.3,1372,57.7,33,0,0,0,0,0,0,0,0.03115553010479861,3.115553010479861,NO ACTION,155.77765052399306,0
1022,M15881,M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0,0,0.0014199024419044904,0.14199024419044903,NO ACTION,7.0995122095224525,0
1023,L48202,L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0,0,0.0005264241469529987,0.052642414695299865,NO ACTION,2.6321207347649933,0
1024,L48203,L,296.2,307.3,1881,24.3,40,0,0,0,0,0,0,0,0.001126177494158127,0.1126177494158127,NO ACTION,5.630887470790635,0
1025,L48204,L,296.2,307.3,1711,29.9,42,0,0,0,0,0,0,0,0.0007741236156320135,0.07741236156320135,NO ACTION,3.8706180781600676,0
1026,L48205,L,296.2,307.3,1475,37.0,44,0,0,0,0,0,0,0,0.00037844245824718867,0.03784424582471887,NO ACTION,1.8922122912359434,0
1027,L48206,L,296.4,307.4,1512,36.8,46,0,0,0,0,0,0,0,0.000603346644807573,0.060334664480757305,NO ACTION,3.016733224037865,0
1028,M15887,M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0,0,0.0032462172078491177,0.32462172078491175,NO ACTION,16.23108603924559,0
1029,L48208,L,296.3,307.4,1472,39.9,51,0,0,0,0,0,0,0,0.0008807233935516094,0.08807233935516094,NO ACTION,4.4036169677580475,0
1030,M15889,M,296.2,307.3,1477,35.2,53,0,0,0,0,0,0,0,0.0002660804577426116,0.02660804577426116,NO ACTION,1.330402288713058,0
1031,L48210,L,296.3,307.4,1760,28.4,56,0,0,0,0,0,0,0,0.001069054334518367,0.1069054334518367,NO ACTION,5.345271672591835,0
1032,L48211,L,296.4,307.5,1549,36.1,58,0,0,0,0,0,0,0,0.0008122217905887104,0.08122217905887104,NO ACTION,4.061108952943552,0
1033,L48212,L,296.3,307.4,1648,34.0,60,0,0,0,0,0,0,0,0.0014604568066225916,0.14604568066225915,NO ACTION,7.302284033112958,0
1034,H30447,H,296.4,307.5,1556,38.0,62,0,0,0,0,0,0,0,0.001560644605206438,0.1560644605206438,NO ACTION,7.803223026032191,0
1035,M15894,M,296.3,307.4,1958,19.1,67,0,0,0,0,0,0,0,0.0009209101926547452,0.09209101926547451,NO ACTION,4.604550963273726,0
1036,L48215,L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0,0,0.005731882458554525,0.5731882458554525,NO ACTION,28.659412292772625,0
1037,M15896,M,296.4,307.5,1684,31.4,72,0,0,0,0,0,0,0,0.0012531757263294263,0.12531757263294263,NO ACTION,6.265878631647132,0
1038,H30451,H,296.4,307.5,1596,35.1,75,0,0,0,0,0,0,0,0.0013193101930576146,0.13193101930576145,NO ACTION,6.596550965288073,0
1039,L48218,L,296.6,307.6,1498,41.1,80,0,0,0,0,0,0,0,0.002570513883375608,0.2570513883375608,NO ACTION,12.852569416878039,0
1040,L48219,L,296.7,307.7,1524,36.8,82,0,0,0,0,0,0,0,0.0010833377719796132,0.10833377719796132,NO ACTION,5.416688859898066,0
1041,L48220,L,296.7,307.7,1502,43.9,84,0,0,0,0,0,0,0,0.006041235654888732,0.6041235654888731,NO ACTION,30.20617827444366,0
1042,L48221,L,296.6,307.6,1809,25.1,86,0,0,0,0,0,0,0,0.0011974758421120103,0.11974758421120102,NO ACTION,5.987379210560051,0
1043,L48222,L,296.6,307.6,1542,37.4,88,0,0,0,0,0,0,0,0.0017107253459145975,0.17107253459145974,NO ACTION,8.553626729572988,0
1044,L48223,L,296.5,307.6,1431,45.2,90,0,0,0,0,0,0,0,0.0038721884098938237,0.38721884098938236,NO ACTION,19.36094204946912,0
1045,L48224,L,296.5,307.6,1512,43.6,92,0,0,0,0,0,0,0,0.006436827185813481,0.6436827185813481,NO ACTION,32.1841359290674,0
1046,H30459,H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0,0,0.0235960026660664,2.3596002666066402,NO ACTION,117.980013330332,0
1047,L48226,L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0,0,0.002873127229244592,0.2873127229244592,NO ACTION,14.365636146222961,0
1048,M15907,M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,0,0.05249552367531765,5.2495523675317655,NO ACTION,262.4776183765883,0
1049,L48228,L,296.5,307.6,1607,33.5,104,0,0,0,0,0,0,0,0.0014011202931585164,0.14011202931585165,NO ACTION,7.005601465792582,0
1050,L48229,L,296.5,307.6,1415,44.2,106,0,0,0,0,0,0,0,0.003030950757094152,0.3030950757094152,NO ACTION,15.15475378547076,0
1051,L48230,L,296.6,307.6,1671,28.8,108,0,0,0,0,0,0,0,0.000916239890208108,0.0916239890208108,NO ACTION,4.58119945104054,0
1052,L48231,L,296.6,307.7,1556,37.7,110,0,0,0,0,0,0,0,0.0026577472032540956,0.26577472032540955,NO ACTION,13.288736016270478,0
1053,L48232,L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,0,0.004604487443849323,0.4604487443849323,NO ACTION,23.022437219246612,0
1054,M15913,M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,0,0.001045749528428875,0.1045749528428875,NO ACTION,5.228747642144375,0
1055,H30468,H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0,0,0.0009790361849136998,0.09790361849136997,NO ACTION,4.895180924568499,0
1056,L48235,L,296.8,307.8,1480,39.4,122,0,0,0,0,0,0,0,0.0022467585254988425,0.22467585254988426,NO ACTION,11.233792627494212,0
1057,L48236,L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0,0,0.0062233182349704565,0.6223318234970456,NO ACTION,31.11659117485228,0
1058,L48237,L,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,0,0.002999942292539854,0.2999942292539854,NO ACTION,14.99971146269927,0
1059,L48238,L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0,0,0.0010106513841950753,0.10106513841950752,NO ACTION,5.053256920975376,0
1060,M15919,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,0,0.0013088757416591201,0.130887574165912,NO ACTION,6.544378708295601,0
1061,H30474,H,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,0,0.056733900356932106,5.6733900356932105,NO ACTION,283.66950178466055,0
1062,L48241,L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0,0,0.021757814545427783,2.1757814545427783,NO ACTION,108.78907272713892,0
1063,L48242,L,296.8,307.9,1372,49.0,140,0,0,0,0,0,0,0,0.010493086519266467,1.0493086519266468,NO ACTION,52.465432596332334,0
1064,M15923,M,296.8,307.8,1664,32.8,142,0,0,0,0,0,0,0,0.003889860432117767,0.3889860432117767,NO ACTION,19.449302160588836,0
1065,M15924,M,296.8,307.9,1409,44.3,145,0,0,0,0,0,0,0,0.004733907608656176,0.47339076086561754,NO ACTION,23.669538043280877,0
1066,L48245,L,296.8,307.9,1718,25.2,148,0,0,0,0,0,0,0,0.000887332924800885,0.0887332924800885,NO ACTION,4.4366646240044245,0
1067,M15926,M,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,0,0.009300273419560624,0.9300273419560624,NO ACTION,46.50136709780312,0
1068,L48247,L,296.9,307.8,1466,45.7,153,0,0,0,0,0,0,0,0.017353435924166126,1.7353435924166125,NO ACTION,86.76717962083063,0
1069,L48248,L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,0,0.012566372070367924,1.2566372070367924,NO ACTION,62.83186035183962,0
1070,M15929,M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,0,0.00403325928732295,0.403325928732295,NO ACTION,20.16629643661475,0
1071,M15930,M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0,0,0.00212717807477878,0.212717807477878,NO ACTION,10.635890373893899,0
1072,L48251,L,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,0,0.031093424076981593,3.109342407698159,NO ACTION,155.46712038490796,0
1073,M15932,M,297.0,307.9,1414,46.2,165,0,0,0,0,0,0,0,0.012838122249833765,1.2838122249833765,NO ACTION,64.19061124916882,0
1074,L48253,L,297.0,307.8,1414,47.5,168,0,0,0,0,0,0,0,0.02072035606696687,2.0720356066966867,NO ACTION,103.60178033483434,0
1075,L48254,L,297.0,307.9,1595,31.7,170,0,0,0,0,0,0,0,0.002042930645727765,0.20429306457277652,NO ACTION,10.214653228638825,0
1076,H30489,H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,0,0.06003313485494148,6.003313485494148,NO ACTION,300.1656742747074,0
1077,L48256,L,296.9,307.7,1653,35.9,177,0,0,0,0,0,0,0,0.014972534571693893,1.4972534571693892,NO ACTION,74.86267285846947,0
1078,L48257,L,296.8,307.6,1547,36.5,179,0,0,0,0,0,0,0,0.005512018896804875,0.5512018896804874,NO ACTION,27.560094484024376,0
1079,H30492,H,296.9,307.7,1656,30.8,181,0,0,0,0,0,0,0,0.004075201429534565,0.40752014295345645,NO ACTION,20.376007147672823,0
1080,L48259,L,297.0,307.7,1731,28.5,186,0,0,0,0,0,0,0,0.005899721147589972,0.5899721147589971,NO ACTION,29.49860573794986,0
1081,L48260,L,297.0,307.8,1774,28.0,188,0,0,0,0,0,0,0,0.007860381005325877,0.7860381005325876,NO ACTION,39.301905026629385,0
1082,L48261,L,297.0,307.8,1521,40.2,190,0,0,0,0,0,0,0,0.012759352867463485,1.2759352867463485,NO ACTION,63.79676433731742,0
1083,H30496,H,297.1,307.9,1420,39.8,192,0,0,0,0,0,0,0,0.0037137616019729297,0.37137616019729297,NO ACTION,18.56880800986465,0
1084,L48263,L,297.0,307.8,1683,32.3,197,0,0,0,0,0,0,0,0.010180963886906813,1.0180963886906813,NO ACTION,50.90481943453406,0
1085,M15944,M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0,0,0.07525775201082405,7.525775201082404,NO ACTION,376.28876005412025,0
1086,L48265,L,297.0,307.8,1385,56.4,202,1,0,0,0,1,0,1,0.21481111845773673,21.481111845773672,NO ACTION,1074.0555922886836,0
1087,L48266,L,297.0,307.9,1455,49.0,204,0,0,0,0,0,0,0,0.0696191516449457,6.96191516449457,NO ACTION,348.0957582247285,0
1088,H30501,H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0,1,0.006014284062239317,0.6014284062239317,NO ACTION,30.071420311196583,0
1089,M15948,M,296.9,307.8,1392,43.9,0,0,0,0,0,0,0,0,0.0006161850833065824,0.061618508330658246,NO ACTION,3.0809254165329123,0
1090,M15949,M,296.9,307.7,2008,17.5,3,0,0,0,0,0,0,0,0.0005627905350719175,0.05627905350719175,NO ACTION,2.8139526753595874,0
1091,L48270,L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,0,0.0008353301805578675,0.08353301805578675,NO ACTION,4.176650902789338,0
1092,L48271,L,297.0,307.7,1447,46.4,8,0,0,0,0,0,0,0,0.0030167642196661485,0.30167642196661487,NO ACTION,15.083821098330743,0
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,0,0.0009081309478178641,0.09081309478178641,NO ACTION,4.54065473908932,0
1094,M15953,M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,0,0.00043554010014356975,0.04355401001435698,NO ACTION,2.1777005007178487,0
1095,L48274,L,296.9,307.5,1354,44.4,16,0,0,0,0,0,0,0,0.0007423615438604453,0.07423615438604453,NO ACTION,3.7118077193022265,0
1096,L48275,L,296.9,307.5,2721,9.3,18,1,0,0,1,0,0,1,0.2270860550083176,22.708605500831762,NO ACTION,1135.430275041588,0
1097,L48276,L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0,0,0.0030068182534654796,0.30068182534654797,NO ACTION,15.034091267327398,0
1098,H30511,H,296.9,307.5,1397,48.3,22,0,0,0,0,0,0,0,0.003812665284983034,0.3812665284983034,NO ACTION,19.063326424915168,0
1099,M15958,M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,0,0.001059446837649102,0.10594468376491019,NO ACTION,5.297234188245509,0
1100,M15959,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,0,0.003007173919636441,0.3007173919636441,NO ACTION,15.035869598182204,0
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,0,0.0008032070975245715,0.08032070975245716,NO ACTION,4.016035487622858,0
1102,H30515,H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0,0,0.0007783274131438953,0.07783274131438953,NO ACTION,3.8916370657194763,0
1103,L48282,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0,0,0.01540899203300926,1.5408992033009261,NO ACTION,77.0449601650463,0
1104,M15963,M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,0,0.0017623312390733766,0.17623312390733767,NO ACTION,8.811656195366883,0
1105,L48284,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0,0,0.0009059034355613094,0.09059034355613094,NO ACTION,4.529517177806547,0
1106,M15965,M,296.6,307.5,1734,27.0,50,0,0,0,0,0,0,0,0.0005844474945251467,0.058444749452514676,NO ACTION,2.9222374726257336,0
1107,L48286,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0,0,0.0015902427863587925,0.15902427863587926,NO ACTION,7.951213931793962,0
1108,M15967,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0,0,0.003504650543091892,0.3504650543091892,NO ACTION,17.52325271545946,0
1109,L48288,L,296.6,307.4,1504,45.8,58,0,0,0,0,0,0,0,0.00890416418360522,0.8904164183605221,NO ACTION,44.520820918026104,0
1110,L48289,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0,0,0.0008179640062170346,0.08179640062170346,NO ACTION,4.089820031085173,0
1111,L48290,L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0,0,0.004868696338261101,0.4868696338261101,NO ACTION,24.343481691305506,0
1112,H30525,H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0,0,0.009921611710449129,0.9921611710449129,NO ACTION,49.608058552245645,0
1113,M15972,M,296.5,307.4,1350,55.6,69,0,0,0,0,0,0,0,0.023752532456740215,2.3752532456740214,NO ACTION,118.76266228370108,0
1114,M15973,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0,0,0.0011642462638479722,0.11642462638479723,NO ACTION,5.821231319239861,0
1115,H30528,H,296.4,307.3,1540,37.4,75,0,0,0,0,0,0,0,0.0015690397585838704,0.15690397585838703,NO ACTION,7.845198792919351,0
1116,M15975,M,296.4,307.3,2077,19.1,80,0,0,0,0,0,0,0,0.0050224469842897876,0.5022446984289788,NO ACTION,25.112234921448938,0
1117,L48296,L,296.4,307.3,1487,37.5,83,0,0,0,0,0,0,0,0.0009799795833093704,0.09799795833093704,NO ACTION,4.899897916546852,0
1118,L48297,L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0,0,0.0036085400513889455,0.36085400513889454,NO ACTION,18.042700256944727,0
1119,L48298,L,296.5,307.5,1443,41.8,87,0,0,0,0,0,0,0,0.0018418247037624718,0.1841824703762472,NO ACTION,9.209123518812358,0
1120,L48299,L,296.5,307.5,1340,59.1,89,0,0,0,0,0,0,0,0.06317831162003898,6.317831162003898,NO ACTION,315.8915581001949,0
1121,H30534,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,0,0.001007608594515409,0.1007608594515409,NO ACTION,5.0380429725770455,0
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,0,0.0015912749237946054,0.15912749237946056,NO ACTION,7.956374618973027,0
1123,L48302,L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0,0,0.002402620821305685,0.24026208213056852,NO ACTION,12.013104106528425,0
1124,H30537,H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,1,0.2230145450519912,22.30145450519912,NO ACTION,1115.072725259956,0
